Title_ZH,Country,Finished,Genres_EN,Score /5,Status,TMDB_ID,Title_EN,
如若巴黎不快樂,China,,Drama,3,Finished,83081,If Paris Downcast,
幸福最晴天,Taiwan,,Comedy,,,56971,Sunny Happiness,
我愛幸運七,Taiwan,,Other,,,,我愛幸運七,
The game : 倒數計時,Korea,,Crime,,Finished,95485,The Game: Towards Zero,
不要戀愛要結婚,Korea,,Comedy,,Far away,61171,"Marriage, Not Dating",
閉嘴吧 花美男樂團,Korea,,Other,,Far away,,閉嘴吧 花美男樂團,
從天而降的一億顆星,Korea,,"Mystery, Drama, Crime",,Far away,82501,The Smile Has Left Your Eyes,
狐狸新娘星,Korea,,Drama,,Not start,82298,Where Stars Land,
對我而言可愛的她,Korea,,Drama,,Far away,61487,My Lovely Girl,
武法律師,Korea,,Crime,5,Finished,78796,Lawless Lawyer,
熊貓小姐與刺蝟,Korea,,Other,,Far away,,熊貓小姐與刺蝟,
Doctors,Korea,,"Soap, Drama",,Far away,5080,Doctors,
灰姑娘與四騎士,Korea,,Comedy,,Far away,67084,Cinderella and Four Knights,
她愛上了我的謊,Korea,,Comedy,4,Finished,70191,The Liar and His Lover,
先熱情的打掃吧,Korea,,Comedy,,Not start,78869,Clean with Passion for Now,
記得 兒子的戰爭,Korea,,Drama,5,Finished,64487,Remember,
金秘書為何那樣,Korea,,"Comedy, Drama",,Not start,79434,What's Wrong with Secretary Kim,
玩偶騎士,Korea,,Sci-Fi & Fantasy,,Far away,63765,Dream Knight,
後遺症,Korea,,"Comedy, Drama",,Far away,218575,Irresistible,
打架吧！鬼神君,Korea,,Other,,Far away,,打架吧！鬼神君,
愛情雨,Korea,,Drama,,Far away,42039,Love Rain,
二十歲,Korea,,"Comedy, Romance",,Far away,64107,My First Time,
惡作劇之吻,Korea,,"Comedy, Drama",5,Finished,64793,Mischievous Kiss: Love in Tokyo,
燦爛的遺產,Korea,,Comedy,,Far away,31120,Brilliant Legacy,
原來是美男,Korea,,"Comedy, Drama",,Far away,31417,You Are Beautiful,
繼承者們,Korea,,"Comedy, Drama",,Far away,48462,The Heirs,
Dream High S1,Korea,,Other,5,Finished,37722,Dream High Season 1,
鄰家花美男,Korea,,Comedy,,Far away,46550,Flower Boy Next Door,
總理與我,Korea,,Comedy,,Far away,61048,The Prime Minister and I,
善良的男人,Korea,,Drama,,Far away,44969,The Innocent Man,
我的鄰居是EXO,Korea,,Comedy,3,Finished,64127,EXO Next Door,
流星花園,Korea,,"Drama, Family",,Far away,79818,Meteor Garden,
愛在高中,Korea,,Sci-Fi & Fantasy,3,Give up,61738,Hi! School - Love On,
舉重妖精金福珠,Korea,,Comedy,5,Finished,68349,Weightlifting Fairy Kim Bok-joo,
成均館緋聞,Korea,,Comedy,,Far away,34510,Sungkyunkwan Scandal,
無理的前進,Korea,,Drama,4,Finished,63990,Cheer Up!,
屋塔房世子,Korea,,Comedy,,Far away,43152,Rooftop Prince,
男朋友,Korea,,Drama,,Far away,83941,Encounter,
經常請吃飯的漂亮姊姊,Korea,,Other,4,Finished,78385,Something in the Rain,
The K2,Korea,,"Action & Adventure, Drama, Crime",3,Finished,67391,The K2,
她的私生活,Korea,,Comedy,,Not start,87553,Her Private Life,
太陽的後裔,Korea,,"Drama, Action & Adventure",5,Finished,65143,Descendants of the Sun,
武林學校,Korea,,Drama,3,Finished,64812,Moorim School,
大力女子都奉順,Korea,,Comedy,5,Finished,68814,Strong Woman Do Bong-Soon,
來自星星的你,Korea,,"Comedy, Drama",3,Give up,60957,My Love from the Star,
異鄉人醫生,Korea,,Drama,,Far away,60956,Doctor Stranger,
雲畫的月光,Korea,,Comedy,3,Give up,66256,Love in the Moonlight,
第二個二十歲,Korea,,Comedy,5,Finished,63529,Twenty Again,
吸血鬼醫生,Korea,,Drama,5,Finished,62078,Blood,
Healer,Korea,,"Comedy, Action & Adventure, Mystery, Drama",5,Finished,61670,Healer,
請回答1997,Korea,,Comedy,5,Finished,46553,Reply 1997,
皮諾丘,Korea,,Drama,5,Finished,61611,Pinocchio,
中學聖日記,Japan,,Drama,4,Finished,83165,Meet Me After School,
戀愛可以持續到天長地久,Japan,,Comedy,5,Finished,97948,An Incurable Case of Love,
草莓之夜 SAGA,Japan,,Crime,,Far away,88629,Strawberry Night Saga,
破案天才奇娜,Japan,,Crime,,Not start,211769,破案天才奇娜,
黑鏡,USA,,Sci-Fi & Fantasy,,,42009,Black Mirror,
生活大爆炸,USA,,Comedy,,,1418,The Big Bang Theory,
破產姐妹,USA,,Comedy,,,39340,2 Broke Girls,
性愛自習室,USA,,Other,,,,性愛自習室,
六人行,USA,,Comedy,,,1668,Friends,
吸血鬼日記,USA,,"Drama, Comedy",,,16027,Vampire Diary,
亞森羅蘋,USA,,Crime,,,96677,Lupin,
我是殭屍,USA,,Drama,,,60866,iZombie,
暗影獵人,USA,,Action & Adventure,4,Finished,63210,Shadowhunters,
女人三十情定水舞間,Taiwan,,Other,,,,女人三十情定水舞間,
我們不能是朋友,Taiwan,,Drama,4,Finished,90022,Before We Get Married,
未來媽媽,Taiwan,,Family,,,114249,Mother To Be,
誰是被害者,Taiwan,,Drama,,,101146,The Victims' Game,
請回答1998,Korea,,Other,5,Finished,64010,Reply 1988,
偉大的誘惑者,Korea,,Drama,3,Finished,77284,Tempted,
聽見你的聲音,Korea,,Comedy,5,Finished,54477,I Hear Your Voice,
朝九晚五,Japan,,Comedy,,Far away,290231,Love from 9 to 5,
金田一少年事件簿,Japan,,"Animation, Mystery",4,Finished,23587,Kindaichi Case Files,
黑色止血鉗,Japan,,Drama,,Not start,79289,Black Pean,
發芽,Japan,,"Comedy, Drama",,Far away,254391,The Potato Lab,
變身指令 S2,Japan,,Other,,Far away,,變身指令 S2,
Piece,Japan,,"Mystery, Drama",,Not start,46131,Piece,
實習醫生五人,Japan,,Drama,,Not start,71234,Resident: Story of 5 Interns,
東京機場管制保安部,Japan,,Other,,Not start,,東京機場管制保安部,
Hero S2,Japan,,Animation,,Not start,280110,My Hero Academia: Vigilantes,
花咲舞不會沉默,Japan,,Drama,,Not start,70938,Hanasaki Mai Speaks Out,
Crisis,Japan,,"Mystery, Action & Adventure",,Not start,50558,Crisis,
草莓之夜,Japan,,"Crime, Mystery, Drama",,Not start,88629,Strawberry Night Saga,
吸血鬼天堂,Japan,,Other,,Not start,,吸血鬼天堂,
都市傳說之女,Japan,,Other,,Not start,,都市傳說之女,
戀仲,Japan,,Drama,,Not start,64038,Koinaka,
你教會了我什麼是最重要的事,Japan,,Other,,Not start,,你教會了我什麼是最重要的事,
冤罪律師,Japan,,Drama,,Watching,86671,"Innocence, Fight Against False Charges",
老師，你不知道嗎,Japan,,Drama,5,Finished,100211,"Hey Sensei, Don't you know?",
一睜眼，三名男友,Japan,,Drama,,Not start,95621,I Have Three Boyfriends,
咖啡遇上香草,Japan,,Drama,4,Finished,91284,Coffee & Vanilla,
同床前男友,Japan,,Other,3,Finished,,同床前男友,
Cold Blue S1,Japan,,Other,5,Finished,21021,Cold Blue Season 1,
偶然發現的一天,Korea,,Sci-Fi & Fantasy,3,Give up,93657,Extraordinary You,
失蹤：他們存在過,Korea,,Other,,Far away,,失蹤：他們存在過,
Run on,Korea,,Action & Adventure,,Watching,281251,On the Run,
極道主夫,Japan,,"Animation, Comedy",,Not start,112160,The Way of the Househusband,
要加熱這份戀情嗎,Japan,,Drama,,Watching,108894,A Warmed Up Love,
姊姊的戀人,Japan,,Other,,Not start,,姊姊的戀人,
翻譯官,China,,Drama,,Not start,240439,Our Interpreter,
放棄我，抓緊我,China,,Drama,,Not start,68045,Stay with Me,
隱密而偉大,China,,Other,,Not start,,隱密而偉大,
一不小心愛上你,China,,Drama,3,Finished,208747,Fall In Love,
後翼棄兵,USA,,Other,,,,後翼棄兵,
雨傘學院,USA,,Action & Adventure,,,75006,The Umbrella Academy,
兄弟連,USA,,Documentary,3,Finished,295726,Brothers in War,
艾蜜莉在巴黎,USA,,Drama,,,82596,Emily in Paris,
河谷鎮,USA,,Crime,,,69050,Riverdale,
青春創世紀,China,,Drama,,Not start,96111,Something Just Like This,
假冒小姐,Thailand,,Drama,3,Finished,81650,You Are Me,
天巡者,Taiwan,,Sci-Fi & Fantasy,,Watching,112152,The Devil Punisher,
我的法定老公,Thailand,,Comedy,,,102403,My Husband in Law,
你聽起來很甜,China,,Drama,,Not start,112730,You Are So Sweet,
棋魂,China,,"Drama, Comedy",,Not start,112217,Hikaru no Go,
殺意的道程,Japan,,Drama,,Not start,110804,The Road to Murder,
吹落的樹葉,Thailand,,Drama,,Watching,90275,The Fallen Leaf,
沈默的真相,China,,Drama,,Not start,105053,The Long Night,
破繭,China,,"Crime, Mystery",4,Finished,112573,Insect Detective,
我只喜歡你,China,,"Comedy, Drama",4,Finished,135296,"I Mean, I Want to Say I Like It",
我站在橋上看風景,China,,Drama,,Not start,81305,"To Love, To Heal",
初遇在光年之外,China,,Drama,,Not start,89938,Beyond Light Years,
溫暖的弦,China,,Drama,3,Finished,79263,Here to Heart,
狐狸的夏天,China,,"Drama, Comedy",,Far away,82437,The Fox's Summer,
班長大人,China,,Comedy,,Not start,74106,The Big Boss,
美味奇緣,China,,Drama,,Far away,74733,Delicious Destiny,
談判官,China,,Drama,,Not start,72977,Negotiator,
一千零一夜,China,,Drama,3,Give up,80374,Sweet Dreams,
甜蜜爆擊,China,,Other,,Not start,,甜蜜爆擊,
女總裁的貼身高手,China,,Other,,Not start,,女總裁的貼身高手,
他來了 請閉眼,China,,Mystery,4,Finished,64174,Love Me If You Dare,
美麗的秘密,China,,Drama,3,Finished,64350,Beautiful Secret,
你是我的姐妹,China,,Drama,3,Finished,69425,You Are My Sisters,
如果蝸牛有愛情,China,,"Crime, Drama, Mystery",3,Finished,68342,When a Snail Falls in Love,
微微一笑很傾城,China,,Drama,5,Finished,66776,Love O2O,
克拉戀人,China,,Comedy,2,Give up,63360,Diamond Lover,
一念向北,China,,Drama,3,Finished,236093,一念向北,
千金女賊,China,,Drama,4,Finished,63191,Lady & Liar,
校花的貼身高手,China,,Comedy,,Far away,68753,Mr. Bodyguard,
暗黑者,China,,"Crime, Drama, Comedy, Mystery",3,Finished,64273,Darker,
旋風少女 1,China,,Other,4,Finished,68657,The Whirlwind Girl Season 1,
落跑甜心,China,,"Comedy, Drama",2,Finished,48667,Runaway Sweetheart,
盛夏晚晴天,China,,Drama,5,Finished,126684,A Clear Midsummer Night,
玫瑰奇緣戀與大明星,Thailand,,Comedy,5,Finished,105119,Prophecy of Love,
名門紳士之珍愛妙方,Thailand,,Other,2,Finished,50475,The Five Brothers,
只有我不存在的城市,Japan,,"Animation, Drama, Mystery",,Not start,65249,ERASED,
這是三十歲未滿禁談的戀愛,Japan,,Other,,Finished,116824,30 Kin Sore wa 30-sai Miman Okotowari no Koi,
Unnatural ,Japan,,"Drama, Crime",,Not start,29344,Unnatural Causes,
怪盜山貓,Japan,,Comedy,,Finished,65668,The Phantom Thief YAMANEKO,
裸夏,Japan,,Drama,,Not start,64293,Summer Nude,
櫻蘭高校男公關部,Japan,,"Animation, Comedy, Drama",3,Finished,1043,Ouran High School Host Club,
推理要在晚餐後,Japan,,"Animation, Mystery, Comedy, Crime",,Not start,279216,The Dinner Table Detective,
無間雙龍,Japan,,Mystery,,Far away,62036,Ouroboros,
多金社長小資女,Japan,,Comedy,,Not start,45938,"Rich Man, Poor Woman",
名偵探柯南：給工藤新一的挑戰書,Japan,,Drama,4,Finished,85462,Detective Conan: Shinichi Kudo's Written Challenge,
變身指令,Japan,,Other,,Not start,,變身指令,
零秒出手,Japan,,"Drama, Comedy",,Not start,21674,Buzzer Beat,
破案天才伽利略,Japan,,Drama,,Not start,6964,Galileo,
流星花園,Japan,,"Drama, Family",,Give up,79818,Meteor Garden,
花樣少男少女,Japan,,"Comedy, Drama",5,Finished,4749,Hana Kimi,
正義的夥伴,Japan,,Comedy,5,Finished,45467,Ally of Justice,
後菜鳥的燦爛時代,Taiwan,,Drama,4,Finished,65863,Refresh Man,
姊的時代,Taiwan,,Drama,,Give up,77017,Iron Ladies,
獅子王強大,Taiwan,,Drama,,,77296,Lion Pride,
愛上哥們,Taiwan,,Drama,4,Finished,64308,Bromance,
莫非這就是愛情,Taiwan,,Comedy,3,Finished,75096,Murphy's Law of Love,
我愛你愛你愛我,Taiwan,,"Drama, Comedy, Family",3,Finished,7173,Fated to Love You,
我的寶貝四千金,Taiwan,,Drama,,Give up,108764,Dear Mom,
明若曉溪,Taiwan,,Comedy,,,64036,Moon River,
就是要你愛上我,Taiwan,,Comedy,,,57255,Just You,
十六個夏天,Taiwan,,Drama,,,23279,The Way We Were,
結婚好嗎,Taiwan,,Drama,,,220117,結婚好嗎？,
星座愛情水瓶女,Taiwan,,Drama,3,Finished,69397,Constellation Women Series: Aquarius Woman,
星座愛情牡羊女,Taiwan,,Other,3,Finished,276001,星座愛情牡羊女,
喜歡一個人,Taiwan,,Comedy,3,Finished,83000,Love Myself Or You,
聽見幸福,Taiwan,,Drama,,,62305,Someone Like You,
料理高校生,Taiwan,,Comedy,,,82894,Love Cuisine,
終極惡女,Taiwan,,Sci-Fi & Fantasy,,,69441,Angel 'N' Devil,
給愛麗絲的奇蹟,Taiwan,,Comedy,,,42330,Alice in Wonder City,
借用一下你的愛,Taiwan,,Drama,4,Finished,56973,Borrow Your Love,
回到愛以前,Taiwan,,Drama,,Give up,63667,Déjà Vu,
智勝鮮師,Taiwan,,Other,,,,智勝鮮師,
沒有名字的甜點店,Taiwan,,Other,,,83815,The Patisserie with No Name,
原來是美男,Taiwan,,"Comedy, Drama",,,31417,You Are Beautiful,
真愛趁現在,Taiwan,,Drama,4,Finished,48146,"Love, Now",
真愛黑白配,Taiwan,,Comedy,,,58415,Love Around,
我的自由年代,Taiwan,,Drama,,Give up,65589,In a Good Way,
幸福蒲公英,Taiwan,,Drama,4,Finished,134127,Dandelion Love,
真心請按兩次鈴,Taiwan,,Drama,,,107831,Ring Ring Bell,
陽光天使,Taiwan,,Drama,,,33970,Sunny Girl,
桃花小妹,Taiwan,,Comedy,,Finished,31315,Tao Hua xiao mei,
華麗的挑戰,Taiwan,,"Animation, Drama, Comedy",3,Finished,46669,Skip Beat!,
我可能不會愛你,Taiwan,,Drama,5,Finished,91140,I Don't Love You Yet,
公主小妹,Taiwan,,Drama,3,Finished,4791,Romantic Princess,
愛在桐花紛飛時,Taiwan,,Other,,,57143,Desperately Loving You,
黑糖群俠傳,Taiwan,,Comedy,3,Finished,16339,The Legend of Brown Sugar Chivalries,
就想賴著你,Taiwan,,Drama,,,33072,Down with Love,
麻辣鮮師,Taiwan,,Other,,,,麻辣鮮師,
死神少女,Taiwan,,Drama,3,Finished,32555,Gloomy Salad Days,
東方茱麗葉,Taiwan,,Drama,,Give up,16808,東方茱麗葉,
終極三國,Taiwan,,"Sci-Fi & Fantasy, Drama, Comedy",4,Finished,16365,K.O.3an Guo,
花樣少男少女,Taiwan,,"Comedy, Drama",,,4749,Hana Kimi,
信號,Korea,,"Crime, Mystery, Sci-Fi & Fantasy, Drama",4,Finished,64840,Signal,
稍息立正我愛你,Taiwan,,Drama,4,Finished,73268,"Attention, Love!",
想暫停的瞬間,Korea,,Drama,,Give up,78742,About Time,
復仇筆記 2,Korea,,Other,3,Finished,76330,Sweet Revenge Season 2,
廣播羅曼史,Korea,,Drama,,Far away,76114,Radio Romance,
只是相愛的關係,Korea,,Drama,,Far away,74829,Just Between Lovers,
不是機器人啊,Korea,,Comedy,,Far away,74682,I Am Not a Robot,
瘋狗,Korea,,"Crime, Drama",4,Finished,74076,Mad Dog,
檢法男女,Korea,,Drama,,Far away,79070,Partners for Justice,
救救我,Korea,,"Crime, Comedy, Drama",,Far away,72690,Save Me,
河伯的新娘,Korea,,Drama,,Far away,70452,The Bride of Habaek,
無法擁抱的你,China,,Drama,,Not start,74940,I Cannot Hug You,
魔女的法庭,Korea,,Crime,,Far away,74114,Witch's Court,
W 兩個世界,Korea,,Drama,5,Finished,66330,W: Two Worlds Apart,
當你沉睡時,Korea,,Sci-Fi & Fantasy,5,Finished,70649,While You Were Sleeping,
奇怪的搭擋,Korea,,Suspicious Partner,,Far away,71349,"Comedy, Crime, and Drama",
學校 2015,Korea,,Drama,5,Finished,62511,Who Are You: School 2015,
犯罪心理,Korea,,"Crime, Drama, Mystery",4,Finished,4057,Criminal Minds,
學校 2017,Korea,,Drama,,Not start,72374,School 2017,
數學女孩的戀愛故事,Japan,,Other,4,Finished,84325,Hard Nut,
原來是美男,Japan,,"Comedy, Drama",,Give up,31417,You Are Beautiful,
全部成為 Ｆ,Japan,,"Animation, Mystery, Drama",,Not start,70292,The Perfect Insider,
詐欺遊戲 S2,Japan,,Other,5,Finished,13967,Liar Game Season 2,
極樂天使,Japan,,Comedy,,Not start,69853,Goodbye Ghosts!,
明日香工高進行曲,Japan,,Drama,,Not start,45827,Asuka High School March!,
醫療船,Korea,,Drama,4,Finished,73257,Hospital Ship,
Bloody Monday S1,Japan,,Other,5,Finished,38634,Bloody Monday Season 1,
你為我著迷,Korea,,Comedy,5,Finished,39198,Heartstrings,
詐欺遊戲 S1,Japan,,Other,5,Finished,13967,Liar Game Season 1,
君主，假面的主人,Korea,,Other,,Not start,,君主，假面的主人,
My boy,Korea,,Drama,3,Finished,199001,My Life with the Walter Boys,
Bloody Monday S2,Japan,,Other,5,Finished,38634,Bloody Monday Season 2,
有閑俱樂部,Japan,,Comedy,4,Finished,44926,Yukan Club,
神之水滴,Japan,,Drama,,Not start,218961,Drops of God,
完美小姐進化論,Japan,,"Animation, Comedy, Drama",3,Finished,899,The Wallflower,
絕對零度,Japan,,"Drama, Crime, Mystery",4,Finished,40395,Absolute Zero,
花過天晴,Japan,,Drama,,Not start,79058,Boys Over Flowers: Season 2,
Good morning Call S2,Japan,,Other,,Give up,,Good morning Call S2,
哥哥太愛我了怎麼辦,Japan,,Comedy,3,Finished,78544,My Brother Loves Me Too Much,
輪到你了,Japan,,"Mystery, Drama",,Not start,88570,Your Turn to Kill,
一吻定情 S2,Japan,,Other,5,Finished,64793,Mischievous Kiss: Love in Tokyo Season 2,
一吻定情 S1,Japan,,Other,5,Finished,64793,Mischievous Kiss: Love in Tokyo Season 1,
Cold Blue S2,Japan,,Other,5,Finished,21021,Cold Blue Season 2,
Good morning Call S1,Japan,,Other,4,Finished,65693,Good morning Call Season 1,
Cold Blue S3,Japan,,Other,4,Finished,21021,Cold Blue Season 3,
致美麗的你,Korea,,Drama,3,Finished,64350,Beautiful Secret,
Kill it,Korea,,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",3,Give up,60728,Kill la Kill,
十八歲的瞬間,Korea,,Drama,,Not start,90407,At Eighteen,
優雅的家,Korea,,Drama,,Far away,91902,Graceful Family,
喜歡的話請響鈴,Korea,,"Drama, Sci-Fi & Fantasy",,Far away,89641,Love Alarm,
深淵,Korea,,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy",3,Finished,72636,Made in Abyss,
浪行驚爆點,Korea,,Drama,4,Finished,92983,Vagabond,
請融化我吧,Korea,,Other,,Far away,,請融化我吧,
詐騙操作團,Korea,,Crime,,Far away,94510,Leverage,
綠豆傳,Korea,,Comedy,,Watching,93541,The Tale of Nokdu,
嗚嗡嗚嗡 S,Korea,,Drama,4,Finished,97040,Wish Woosh,
富豪辯護人,Korea,,"Drama, Crime",,Far away,95110,Hyena,
天氣好的話，我會去找你,Korea,,Drama,,Far away,96977,When the Weather Is Fine,
有瑕疵的人,Korea,,Comedy,,Far away,95212,Love with Flaws,
梨泰院Class,Korea,,Drama,,Far away,96162,Itaewon Class,
超能警探,Korea,,Mystery,,Not start,99478,Memorist,
蘆葦,Korea,,Animation,,Far away,126437,Aoashi,
快過來,Korea,,Comedy,,Not start,97957,"Meow, the Secret Boy",
重生,Korea,,"Mystery, Crime",,Far away,100236,Reborn,
戀愛革命,Korea,,"Drama, Comedy",,Far away,108290,Love Revolution,
匆匆心動,Korea,,Comedy,,Far away,107692,Mr. Heart,
焦糖餅,Korea,,Other,,Far away,,焦糖餅,
二十二十,Korea,,"Drama, Mystery, War & Politics",4,Finished,254482,The Vendetta of An,
法外搜查,Korea,,Drama,,Watching,99120,Team Bulldog: Off-Duty Investigation,
私生活,Korea,,Reality,,Far away,50042,Below Deck,
搜索,Korea,,"Crime, Mystery, Sci-Fi & Fantasy, Drama",,Not start,233629,Bodies,
親愛的，熱愛的,China,,Drama,4,Finished,82817,Go Go Squid!,
端腦,China,,"Sci-Fi & Fantasy, Mystery, Drama",3,Finished,70609,Die Now,
我的鄰居睡不著,China,,Comedy,3,Finished,94838,My Neighbour Can't Sleep,
滿滿喜歡你,China,,Drama,3,Finished,95102,All I Want for Love is You,
世界欠我一個初戀,China,,Drama,,Finished,94218,Lucky's First Love,
沒有秘密的你,China,,Sci-Fi & Fantasy,3,Finished,94823,No Secrets,
鱷魚與牙籤鳥,China,,Drama,3,Finished,96039,Crocodile and the Plover Bird,
蓬萊間,China,,Comedy,,Not start,97442,Fairyland Lovers,
身為一個胖子,China,,Other,3,Give up,96958,Love the Way You Are,
熟女漂漂拳,China,,Other,,Not start,,熟女漂漂拳,
你是我的奇蹟,China,,Action & Adventure,,Not start,96544,You Are the Miracle,
拜託，請你愛我,China,,"Drama, Comedy",,Not start,97195,Please Love Me,
下一站是幸福,China,,Drama,4,Finished,98830,Find Yourself,
忘記你，記得愛情,China,,Drama,,Not start,100875,Forget You Remember Love,
冰糖燉雪梨,China,,Drama,4,Finished,100803,Skate Into Love,
致我們單純的小美好,China,,"Comedy, Drama",4,Finished,75387,A Love So Beautiful,
致我們暖暖的小時光,China,,"Drama, Comedy",4,Finished,88548,Put Your Head on My Shoulder,
我成了他的班主任,China,,Comedy,,Not start,101608,High School Big Bang,
獵狐,China,,"Crime, Mystery",,Not start,101996,Hunting,
我的刺蝟女孩,China,,Drama,,Not start,102406,Closer to You,
致我們甜甜的小美滿,China,,Drama,2,Give up,101723,The Love Equations,
你在我的右手邊,China,,Comedy,,Not start,103503,My Sassy Deskmate,
彼岸花,China,,Drama,,Not start,89891,Beautiful Reborn Flower,
師爺請自重,China,,Drama,,Not start,102859,Love is All,
嘉人本色,China,,Drama,,Not start,96067,True Colours,
暖暖，請多指教,China,,Comedy,,Not start,103469,"My Love, Enlighten Me",
酋長的男人,China,,Comedy,,Not start,104088,Mr. Fox and Miss Rose,
願我如星君如月,China,,Drama,,Not start,105193,Oops! The King is in Love,
99分女朋友,China,,Comedy,,Not start,105087,My Girl,
你是我的命中注定,China,,"Drama, Comedy",2,Finished,104431,You Are My Destiny,
痕跡,China,,"Drama, Mystery",4,Finished,106713,Trace,
酒店實習生,China,,Other,,Not start,111591,Hotel Trainees,
他其實沒有那麼愛你,China,,Drama,,Not start,107633,Love Yourself,
越過山丘,China,,Drama,,Not start,111465,Upon The Mountain,
你是我心中的太陽,Thailand,,Drama,4,Finished,109955,As Long As The Sky Has the Sun,
一吻定情,Thailand,,Other,3,Finished,79261,Kiss Me,
 不說謊戀人,China,,Drama,,Not start,105430,Mr. Honesty,
騰空之約,China,,Other,,Far away,106048,Swing to the Sky,
穿越火線,China,,"Action & Adventure, Sci-Fi & Fantasy",,Not start,106227,Cross Fire,
漂亮書生,China,,Drama,3,Finished,106424,In a Class of Her Own,
怦然心動的小姊姊,China,,Other,,Not start,,怦然心動的小姊姊,
穿盔甲的少女,China,,Drama,3,Finished,108123,My Unicorn Girl,
非常校護檔案,Korea,,Sci-Fi & Fantasy,,Not start,87313,The School Nurse Files,
Train,Korea,,"Western, Drama, Family",3,Finished,6081,Wagon Train,
境遇之數,Korea,,Drama,,Not start,108146,More Than Friends,
Do do so la la so,Korea,,Drama,,Not start,95066,Chocolate,
便利店新星,Korea,,Comedy,,Give up,98827,Backstreet Rookie,
浪漫輸給你,Taiwan,,Drama,,Give up,104798,Lost Romance,
九尾狐傳,Korea,,"Sci-Fi & Fantasy, Drama, Comedy, Mystery",,Watching,108284,Tale of the Nine Tailed,
青春紀錄,Korea,,Drama,,Watching,99047,Record of Youth,
愛麗絲,Korea,,"Comedy, Drama",,Watching,494,Alice,
喪屍偵探,Korea,,Sci-Fi & Fantasy,,Far away,108285,Zombie Detective,
History3 圈套,Taiwan,,Drama,4,Finished,303418,HIStory: trapped,
纏上你,Taiwan,,Other,,,,纏上你,
我們的愛情不正常,Japan,,Drama,5,Finished,106128,Cursed in Love,
韞色過濃,China,,Drama,4,Finished,102953,Intense Love,
幸福，觸手可及,China,,Drama,2,Give up,103741,Love Designer,
初戀了那麼多年,China,,Drama,4,Finished,110493,First Romance,
傳聞中的陳芊芊,China,,Comedy,5,Finished,103635,The Romance of Tiger and Rose,
戀愛吧，食夢君,China,,Comedy,3,Finished,110858,Poisoned Love,
心動的瞬間,China,,Comedy,,Not start,110574,Sparkle Love,
拾光裡的我們,China,,Other,3,Finished,108893,Way Back Into Love,
我憑本事單身,China,,Soap,4,Finished,111739,Professional Single,
完美先生和差不多小姐,China,,Comedy,4,Finished,110966,Perfect and Casual,
約定期間愛上你,China,,Comedy,3,Finished,110573,Love in Time,
甜了青梅配竹馬,China,,Drama,3,Finished,110839,Sweet First Love,
沈默不語的顧小姐,China,,Other,4,Finished,110509,Miss Gu Who is Silent,
我，喜歡你,China,,Drama,3,Give up,109866,Dating in the Kitchen,
擁抱太陽的月亮,Korea,,Drama,5,Finished,45579,The Moon Embracing the Sun,
德魯納酒店,Korea,,Sci-Fi & Fantasy,4,Give up,90447,Hotel Del Luna,
只因我們天生一對,Thailand,,"Drama, Comedy",5,Finished,99631,2gether: The Series,
我的ID是江南美人,Korea,,"Comedy, Drama",3,Finished,80737,My ID is Gangnam Beauty,
步步驚心：麗,Korea,,"Drama, Sci-Fi & Fantasy, War & Politics",3,Give up,66433,Scarlet Heart: Ryeo,
愛的迫降,Korea,,Drama,4,Finished,94796,Crash Landing on You,
魔女的條件,Japan,,Drama,3,Give up,4054,Forbidden Love,
求婚大作戰,Japan,,"Comedy, Sci-Fi & Fantasy",4,Finished,14037,Operation Love,
流星之絆,Japan,,"Comedy, Family, Mystery",3,Give up,7803,Ties of Shooting Stars,
最後的灰姑娘,Japan,,Comedy,5,Finished,65582,The Last Cinderella,
粉紅系男孩,Japan,,Comedy,3,Finished,37539,Otomen,
家有六子,Japan,,Comedy,5,Finished,18345,My Boys,
真愛找麻煩,Taiwan,,Comedy,4,Finished,48437,Inborn Pair,
愛上兩個我,Taiwan,,"Comedy, Drama",3,Give up,65864,Fall In Love With Me,
下一站幸福,Taiwan,,Drama,5,Finished,98830,Find Yourself,
Start up,Korea,,"Drama, Comedy",,Give up,99048,Start-Up,
惡之花,Korea,,"Drama, Crime, Mystery",5,Finished,99494,Flower of Evil,
以家人之名,China,,"Drama, Family, Comedy",5,Finished,107329,Go Ahead,
新鐵石心腸,Thailand,,Drama,3,Finished,87606,Heart of Stone,
咩妹的完美執事,Japan,,Other,4,Finished,56497,Mei's Bulter,
Kill me heal me,Korea,,Comedy,5,Finished,62266,"Kill Me, Heal Me",
三流之路,Korea,,Comedy,4,Finished,70813,Fight for My Way,
